Order ID,Customer ID,Product ID,Sales Representative,Order Date,Quantity Sold,Unit Price,Revenue,Discount,Profit,Sales Status
ORD-00941,CUST-0010,PROD-0013,Emily Davis,2022-08-31,7,467.21,2485.56,0.24,697.56,Cancelled
ORD-00942,CUST-0033,PROD-0047,Michael Brown,2022-10-12,3,564.2,1455.63,0.14,259.4,Refunded
ORD-00943,CUST-0022,PROD-0017,David Wilson,2023-04-13,5,885.56,3852.19,0.13,466.76,Pending
ORD-00944,CUST-0096,PROD-0037,Michael Brown,2024-01-02,17,277.57,4010.91,0.15,906.09,Cancelled
ORD-00945,CUST-0112,PROD-0025,Sarah Johnson,2024-03-17,20,577.44,10855.8,0.06,1965.31,Refunded
ORD-00946,CUST-0085,PROD-0041,Emily Davis,2022-03-09,11,206.88,1843.27,0.19,265.24,Cancelled
ORD-00947,CUST-0026,PROD-0025,Sarah Johnson,2022-01-11,8,869.85,6332.5,0.09,832.73,Pending
ORD-00948,CUST-0187,PROD-0020,David Wilson,2023-06-24,16,441.26,6919.0,0.02,1416.11,Cancelled
ORD-00949,CUST-0026,PROD-0004,James Anderson,2023-09-15,13,45.74,564.85,0.05,193.08,Refunded
ORD-00950,CUST-0033,PROD-0017,Michael Brown,2023-08-30,17,652.42,9094.77,0.18,2703.59,Refunded
ORD-00951,CUST-0189,PROD-0018,James Anderson,2023-08-05,12,61.52,605.31,0.18,105.77,Refunded
ORD-00952,CUST-0113,PROD-0023,Emily Davis,2022-07-07,17,101.68,1607.61,0.07,620.19,Cancelled
ORD-00953,CUST-0220,PROD-0006,Sarah Johnson,2023-10-13,14,649.65,7367.01,0.19,2604.78,Completed
ORD-00954,CUST-0062,PROD-0006,Ashley Taylor,2024-01-18,2,468.43,918.12,0.02,170.55,Completed
ORD-00955,CUST-0174,PROD-0033,Sarah Johnson,2023-03-11,5,168.38,740.88,0.12,188.56,Refunded
ORD-00956,CUST-0158,PROD-0013,Jessica Martinez,2022-01-15,1,647.01,530.55,0.18,164.88,Pending
ORD-00957,CUST-0170,PROD-0034,Emily Davis,2024-01-27,2,594.76,1011.09,0.15,393.71,Pending
ORD-00958,CUST-0094,PROD-0009,Jessica Martinez,2022-03-18,2,788.33,1403.23,0.11,299.91,Completed
ORD-00959,CUST-0234,PROD-0044,David Wilson,2022-12-13,18,383.66,5455.7,0.21,1949.55,Cancelled
ORD-00960,CUST-0076,PROD-0017,John Smith,2023-05-10,19,723.57,12373.1,0.1,4663.63,Refunded
ORD-00961,CUST-0218,PROD-0032,Jessica Martinez,2023-09-25,1,289.12,245.75,0.15,48.8,Completed
ORD-00962,CUST-0090,PROD-0047,Emily Davis,2022-01-06,12,464.95,5579.41,0.0,1279.03,Completed
ORD-00963,CUST-0132,PROD-0010,David Wilson,2023-06-26,16,627.91,10046.48,0.0,3323.72,Pending
ORD-00964,CUST-0102,PROD-0024,David Wilson,2023-04-27,14,59.46,649.29,0.22,169.42,Completed
ORD-00965,CUST-0169,PROD-0029,Emily Davis,2023-03-26,12,657.53,6391.2,0.19,650.26,Completed
ORD-00966,CUST-0073,PROD-0003,Michael Brown,2022-07-14,14,447.83,5078.34,0.19,1880.51,Pending
ORD-00967,CUST-0246,PROD-0043,Michael Brown,2023-05-06,4,96.5,343.54,0.11,91.05,Cancelled
ORD-00968,CUST-0196,PROD-0050,James Anderson,2024-02-09,17,91.26,1272.17,0.18,410.36,Pending
ORD-00969,CUST-0246,PROD-0007,Emily Davis,2022-04-23,5,216.02,1036.9,0.04,259.23,Completed
ORD-00970,CUST-0213,PROD-0022,David Wilson,2023-11-26,20,261.16,4283.1,0.18,986.39,Cancelled
ORD-00971,CUST-0022,PROD-0049,Emily Davis,2023-05-13,20,413.83,7945.51,0.04,2013.17,Cancelled
ORD-00972,CUST-0030,PROD-0017,Ashley Taylor,2024-02-25,8,996.61,6617.51,0.17,1513.74,Completed
ORD-00973,CUST-0187,PROD-0033,Michael Brown,2023-12-19,7,148.99,782.17,0.25,216.94,Pending
ORD-00974,CUST-0034,PROD-0026,Emily Davis,2022-05-04,7,216.41,1166.45,0.23,265.82,Completed
ORD-00975,CUST-0014,PROD-0025,Emily Davis,2024-06-04,10,694.39,5693.98,0.18,2243.64,Cancelled
ORD-00976,CUST-0123,PROD-0004,David Wilson,2023-03-13,2,53.39,98.23,0.08,17.76,Cancelled
ORD-00977,CUST-0108,PROD-0016,Jessica Martinez,2023-12-30,2,47.62,90.48,0.05,9.06,Pending
ORD-00978,CUST-0121,PROD-0018,Ashley Taylor,2022-10-20,4,89.07,317.1,0.11,55.71,Cancelled
ORD-00979,CUST-0078,PROD-0008,Michael Brown,2022-12-09,1,618.02,512.96,0.17,169.86,Cancelled
ORD-00980,CUST-0190,PROD-0024,David Wilson,2023-01-05,19,71.69,1185.07,0.13,250.62,Pending
ORD-00981,CUST-0099,PROD-0006,John Smith,2023-08-22,5,635.69,2669.9,0.16,749.04,Pending
ORD-00982,CUST-0181,PROD-0029,David Wilson,2022-07-17,3,906.24,2066.22,0.24,590.33,Refunded
ORD-00983,CUST-0052,PROD-0035,David Wilson,2024-02-19,2,118.68,230.25,0.03,51.91,Cancelled
ORD-00984,CUST-0115,PROD-0041,John Smith,2023-01-10,14,273.67,3754.77,0.02,847.46,Pending
ORD-00985,CUST-0071,PROD-0045,Emily Davis,2023-09-06,10,248.68,2461.91,0.01,664.35,Refunded
ORD-00986,CUST-0176,PROD-0035,James Anderson,2023-05-22,3,125.57,361.63,0.04,117.61,Refunded
ORD-00987,CUST-0156,PROD-0018,John Smith,2023-02-15,1,66.48,63.82,0.04,10.55,Refunded
ORD-00988,CUST-0182,PROD-0047,David Wilson,2023-05-31,10,542.07,4282.36,0.21,808.98,Completed
ORD-00989,CUST-0058,PROD-0003,David Wilson,2022-06-25,10,537.78,5324.0,0.01,769.01,Pending
ORD-00990,CUST-0224,PROD-0004,Sarah Johnson,2022-10-04,8,56.37,338.25,0.25,55.13,Completed
ORD-00991,CUST-0089,PROD-0041,David Wilson,2023-10-27,12,261.75,2889.69,0.08,1109.43,Pending
ORD-00992,CUST-0230,PROD-0040,Jessica Martinez,2023-02-23,2,28.89,48.54,0.16,5.01,Pending
ORD-00993,CUST-0248,PROD-0018,Sarah Johnson,2024-01-19,1,65.51,56.99,0.13,22.43,Refunded
ORD-00994,CUST-0066,PROD-0041,Jessica Martinez,2023-11-01,18,264.85,4528.87,0.05,1053.67,Cancelled
ORD-00995,CUST-0149,PROD-0041,James Anderson,2022-07-28,13,283.28,3535.35,0.04,599.3,Cancelled
ORD-00996,CUST-0231,PROD-0031,Michael Brown,2022-06-01,6,108.59,579.88,0.11,199.87,Pending
ORD-00997,CUST-0126,PROD-0047,Michael Brown,2023-08-07,10,463.64,4590.06,0.01,683.35,Refunded
ORD-00998,CUST-0156,PROD-0013,James Anderson,2023-12-05,3,450.33,1202.38,0.11,284.37,Completed
ORD-00999,CUST-0135,PROD-0009,John Smith,2024-01-12,1,859.19,730.31,0.15,155.82,Completed
ORD-01000,CUST-0004,PROD-0049,David Wilson,2024-04-26,2,486.52,943.85,0.03,312.45,Pending
